"Country","Year","Nicotine replacement therapy - legally sold","Nicotine replacement therapy - place available","Nicotine replacement therapy - cost covered","Nicotine replacement therapy on the Essential Medicines List","Bupropion - legally sold","Bupropion - place available","Bupropion - cost covered","Varenicline - legally sold","Varenicline - place available","Varenicline - cost covered"
"Solomon Islands","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Solomon Islands","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Solomon Islands","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Solomon Islands","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Somalia","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Somalia","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Somalia","2010","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Somalia","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"South Africa","2014","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"South Africa","2012","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"South Africa","2010","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"South Africa","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"South Sudan","2014","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available"
"South Sudan","2012","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available"
"South Sudan","2010","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable"
"South Sudan","2007","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable"
"Spain","2014","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Spain","2012","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Spain","2010","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Spain","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Sri Lanka","2014","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","Not available","Yes","In a pharmacy with a prescription","Not available"
"Sri Lanka","2012","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","Not available","Yes","In a pharmacy with a prescription","Not available"
"Sri Lanka","2010","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","Not available","Yes","In a pharmacy with a prescription","Not available"
"Sri Lanka","2007","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","Not available","Yes","In a pharmacy with a prescription","Not available"
"Sudan","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sudan","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sudan","2010","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sudan","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Suriname","2014","Yes","In a pharmacy without a prescription","Fully","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Suriname","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Suriname","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Suriname","2007","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sweden","2014","Yes","In a general store without a prescription","No","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Sweden","2012","Yes","In a general store without a prescription","No","No","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Sweden","2010","Yes","In a general store without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Sweden","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Switzerland","2014","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Switzerland","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Switzerland","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Switzerland","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Syrian Arab Republic","2014","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","Not available"
"Syrian Arab Republic","2012","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","Not available"
"Syrian Arab Republic","2010","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Syrian Arab Republic","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tajikistan","2014","Yes","Not available","Not available","No","Yes","Not available","Not available","No","Not applicable","Not applicable"
"Tajikistan","2012","Not available","Not available","Not available","No","Not available","Not available","Not available","Not available","Not available","Not available"
"Tajikistan","2010","Not available","Not available","Not available","No","Not available","Not available","Not available","Not available","Not available","Not available"
"Tajikistan","2007","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available"
"Thailand","2014","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Thailand","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Thailand","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Thailand","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Republic of North Macedonia","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Republic of North Macedonia","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Republic of North Macedonia","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Republic of North Macedonia","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Timor-Leste","2014","No","Not applicable","Not applicable","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Timor-Leste","2012","No","Not applicable","Not applicable","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Timor-Leste","2010","No","Not applicable","Not applicable","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Timor-Leste","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Togo","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Togo","2012","Yes","In a pharmacy with a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Togo","2010","Yes","In a pharmacy with a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Togo","2007","Yes","In a pharmacy with a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tonga","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tonga","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Tonga","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Tonga","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Trinidad and Tobago","2014","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Trinidad and Tobago","2012","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Trinidad and Tobago","2010","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Trinidad and Tobago","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Tunisia","2014","Yes","In a pharmacy with a prescription","Fully","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tunisia","2012","Yes","In a pharmacy with a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tunisia","2010","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tunisia","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Turkey","2014","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Turkey","2012","Yes","In a pharmacy without a prescription","Fully","No","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Turkey","2010","Yes","In a pharmacy without a prescription","Fully","No","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Turkey","2007","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Turkmenistan","2014","Yes","In a pharmacy without a prescription","No","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Turkmenistan","2012","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available"
"Turkmenistan","2010","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available"
"Turkmenistan","2007","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available"
"Tuvalu","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tuvalu","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tuvalu","2010","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Tuvalu","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Uganda","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Uganda","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Uganda","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Uganda","2007","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Ukraine","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","Yes","Not available","No"
"Ukraine","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Ukraine","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Ukraine","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"United Arab Emirates","2014","Yes","In a pharmacy without a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy without a prescription","Partially"
"United Arab Emirates","2012","Yes","In a pharmacy without a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy without a prescription","Partially"
"United Arab Emirates","2010","Yes","In a pharmacy without a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy without a prescription","Partially"
"United Arab Emirates","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"United Kingdom of Great Britain and Northern Ireland","2014","Yes","In a general store without a prescription","Fully","Not available","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"United Kingdom of Great Britain and Northern Ireland","2012","Yes","In a general store without a prescription","Fully","Not available","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"United Kingdom of Great Britain and Northern Ireland","2010","Yes","In a general store without a prescription","Fully","Not available","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"United Kingdom of Great Britain and Northern Ireland","2007","Yes","In a general store without a prescription","Fully","Not available","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"United Republic of Tanzania","2014","Yes","Not available","Partially","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"United Republic of Tanzania","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"United Republic of Tanzania","2010","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"United Republic of Tanzania","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"United States of America","2014","Yes","In a general store without a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"United States of America","2012","Yes","In a general store without a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"United States of America","2010","Yes","In a general store without a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"United States of America","2007","Yes","In a general store without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Uruguay","2014","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","No"
"Uruguay","2012","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","No"
"Uruguay","2010","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","No"
"Uruguay","2007","Yes","In a pharmacy without a prescription","Fully","Not available","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","No"
"Uzbekistan","2014","Yes","In a pharmacy with a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Uzbekistan","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Uzbekistan","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Uzbekistan","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Vanuatu","2014","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Vanuatu","2012","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Vanuatu","2010","Yes","In a pharmacy with a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Vanuatu","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Venezuela (Bolivarian Republic of)","2014","Yes","In a pharmacy without a prescription","Fully","No","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Venezuela (Bolivarian Republic of)","2012","Yes","In a pharmacy without a prescription","Fully","No","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Venezuela (Bolivarian Republic of)","2010","Yes","In a pharmacy without a prescription","Fully","No","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Venezuela (Bolivarian Republic of)","2007","Yes","In a pharmacy without a prescription","Fully","Not available","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Viet Nam","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Viet Nam","2012","No","Not applicable","Not applicable","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Viet Nam","2010","No","Not applicable","Not applicable","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Viet Nam","2007","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Yemen","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Yemen","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Yemen","2010","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Yemen","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Zambia","2014","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Zambia","2012","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Zambia","2010","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Zambia","2007","Yes","In a pharmacy with a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Zimbabwe","2014","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Zimbabwe","2012","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Zimbabwe","2010","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Zimbabwe","2007","Yes","In a pharmacy with a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
